% Ag2O (silver(I) oxide) n,k — n: Wemple-DiDomenico fit, Gao et al., Vacuum 85, 1480 (2010)
% k: Tauc direct-gap onset (Eg=2.32 eV), scaled k(3.0eV)~0.5, capped 0.9 (model, qualitative)
%  Energy (eV)	n	k
1.23984	2.37916	0.00000
1.24233	2.37946	0.00000
1.24482	2.37976	0.00000
1.24733	2.38006	0.00000
1.24984	2.38036	0.00000
1.25237	2.38067	0.00000
1.25490	2.38097	0.00000
1.25745	2.38128	0.00000
1.26000	2.38159	0.00000
1.26257	2.38191	0.00000
1.26514	2.38222	0.00000
1.26773	2.38254	0.00000
1.27033	2.38286	0.00000
1.27294	2.38318	0.00000
1.27556	2.38350	0.00000
1.27819	2.38383	0.00000
1.28083	2.38415	0.00000
1.28348	2.38448	0.00000
1.28614	2.38481	0.00000
1.28882	2.38515	0.00000
1.29150	2.38549	0.00000
1.29420	2.38582	0.00000
1.29691	2.38617	0.00000
1.29962	2.38651	0.00000
1.30236	2.38685	0.00000
1.30510	2.38720	0.00000
1.30785	2.38755	0.00000
1.31062	2.38791	0.00000
1.31339	2.38826	0.00000
1.31618	2.38862	0.00000
1.31898	2.38898	0.00000
1.32179	2.38934	0.00000
1.32462	2.38971	0.00000
1.32745	2.39008	0.00000
1.33030	2.39045	0.00000
1.33316	2.39082	0.00000
1.33604	2.39120	0.00000
1.33892	2.39158	0.00000
1.34182	2.39196	0.00000
1.34473	2.39234	0.00000
1.34765	2.39273	0.00000
1.35059	2.39312	0.00000
1.35354	2.39351	0.00000
1.35650	2.39391	0.00000
1.35948	2.39430	0.00000
1.36246	2.39470	0.00000
1.36546	2.39511	0.00000
1.36848	2.39551	0.00000
1.37151	2.39592	0.00000
1.37455	2.39634	0.00000
1.37760	2.39675	0.00000
1.38067	2.39717	0.00000
1.38375	2.39759	0.00000
1.38685	2.39802	0.00000
1.38996	2.39845	0.00000
1.39308	2.39888	0.00000
1.39622	2.39931	0.00000
1.39937	2.39975	0.00000
1.40254	2.40019	0.00000
1.40572	2.40064	0.00000
1.40891	2.40108	0.00000
1.41212	2.40154	0.00000
1.41534	2.40199	0.00000
1.41858	2.40245	0.00000
1.42184	2.40291	0.00000
1.42511	2.40338	0.00000
1.42839	2.40384	0.00000
1.43169	2.40432	0.00000
1.43500	2.40479	0.00000
1.43833	2.40527	0.00000
1.44168	2.40576	0.00000
1.44504	2.40624	0.00000
1.44841	2.40673	0.00000
1.45181	2.40723	0.00000
1.45521	2.40773	0.00000
1.45864	2.40823	0.00000
1.46208	2.40874	0.00000
1.46553	2.40925	0.00000
1.46901	2.40976	0.00000
1.47250	2.41028	0.00000
1.47600	2.41080	0.00000
1.47953	2.41133	0.00000
1.48306	2.41186	0.00000
1.48662	2.41240	0.00000
1.49019	2.41294	0.00000
1.49379	2.41348	0.00000
1.49739	2.41403	0.00000
1.50102	2.41458	0.00000
1.50466	2.41514	0.00000
1.50832	2.41570	0.00000
1.51200	2.41627	0.00000
1.51570	2.41684	0.00000
1.51941	2.41742	0.00000
1.52315	2.41800	0.00000
1.52690	2.41858	0.00000
1.53067	2.41917	0.00000
1.53446	2.41977	0.00000
1.53827	2.42037	0.00000
1.54209	2.42098	0.00000
1.54594	2.42159	0.00000
1.54980	2.42220	0.00000
1.55369	2.42283	0.00000
1.55759	2.42345	0.00000
1.56151	2.42408	0.00000
1.56546	2.42472	0.00000
1.56942	2.42536	0.00000
1.57340	2.42601	0.00000
1.57741	2.42667	0.00000
1.58143	2.42733	0.00000
1.58548	2.42799	0.00000
1.58954	2.42866	0.00000
1.59363	2.42934	0.00000
1.59773	2.43002	0.00000
1.60186	2.43071	0.00000
1.60601	2.43141	0.00000
1.61018	2.43211	0.00000
1.61438	2.43282	0.00000
1.61859	2.43353	0.00000
1.62283	2.43425	0.00000
1.62709	2.43498	0.00000
1.63137	2.43572	0.00000
1.63568	2.43646	0.00000
1.64000	2.43720	0.00000
1.64435	2.43796	0.00000
1.64873	2.43872	0.00000
1.65312	2.43949	0.00000
1.65754	2.44026	0.00000
1.66199	2.44104	0.00000
1.66645	2.44183	0.00000
1.67095	2.44263	0.00000
1.67546	2.44343	0.00000
1.68000	2.44425	0.00000
1.68457	2.44507	0.00000
1.68916	2.44589	0.00000
1.69377	2.44673	0.00000
1.69841	2.44757	0.00000
1.70308	2.44842	0.00000
1.70777	2.44928	0.00000
1.71249	2.45015	0.00000
1.71723	2.45103	0.00000
1.72200	2.45191	0.00000
1.72680	2.45281	0.00000
1.73162	2.45371	0.00000
1.73647	2.45462	0.00000
1.74135	2.45554	0.00000
1.74626	2.45647	0.00000
1.75119	2.45741	0.00000
1.75615	2.45835	0.00000
1.76114	2.45931	0.00000
1.76616	2.46028	0.00000
1.77120	2.46126	0.00000
1.77628	2.46224	0.00000
1.78138	2.46324	0.00000
1.78652	2.46424	0.00000
1.79168	2.46526	0.00000
1.79687	2.46629	0.00000
1.80210	2.46733	0.00000
1.80735	2.46838	0.00000
1.81263	2.46944	0.00000
1.81795	2.47051	0.00000
1.82330	2.47159	0.00000
1.82868	2.47268	0.00000
1.83409	2.47379	0.00000
1.83953	2.47491	0.00000
1.84500	2.47603	0.00000
1.85051	2.47718	0.00000
1.85605	2.47833	0.00000
1.86162	2.47949	0.00000
1.86723	2.48067	0.00000
1.87287	2.48186	0.00000
1.87855	2.48307	0.00000
1.88426	2.48429	0.00000
1.89000	2.48552	0.00000
1.89578	2.48676	0.00000
1.90160	2.48802	0.00000
1.90745	2.48929	0.00000
1.91334	2.49058	0.00000
1.91926	2.49188	0.00000
1.92522	2.49320	0.00000
1.93122	2.49453	0.00000
1.93725	2.49587	0.00000
1.94333	2.49723	0.00000
1.94944	2.49861	0.00000
1.95559	2.50001	0.00000
1.96178	2.50141	0.00000
1.96800	2.50284	0.00000
1.97427	2.50428	0.00000
